Date,GameType,AwayScore,AwayTeam,HomeScore,HomeTeam,VenueName,AwayHR,HomeHR
2019-07-13,Regular Season,12,Tampa Bay Rays,4,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2019-07-13,Regular Season,2,Toronto Blue Jays,1,New York Yankees,Yankee Stadium,0,0
2019-07-13,Regular Season,4,Pittsburgh Pirates,10,Chicago Cubs,Wrigley Field,0,0
2019-07-13,Regular Season,2,Chicago White Sox,13,Oakland Athletics,Oakland Coliseum,0,0
2019-07-13,Regular Season,4,New York Mets,2,Miami Marlins,Marlins Park,0,0
2019-07-13,Regular Season,6,Minnesota Twins,2,Cleveland Indians,Progressive Field,0,0
2019-07-13,Regular Season,2,Arizona Diamondbacks,4,St. Louis Cardinals,Busch Stadium,0,0
2019-07-13,Regular Season,4,Washington Nationals,3,Philadelphia Phillies,Citizens Bank Park,0,0
2019-07-13,Regular Season,11,Los Angeles Dodgers,2,Boston Red Sox,Fenway Park,0,0
2019-07-13,Regular Season,1,Detroit Tigers,4,Kansas City Royals,Kauffman Stadium,0,0
2019-07-13,Regular Season,4,San Francisco Giants,5,Milwaukee Brewers,Miller Park,0,0
2019-07-13,Regular Season,7,Houston Astros,6,Texas Rangers,Globe Life Park in Arlington,0,0
2019-07-13,Regular Season,17,Cincinnati Reds,9,Colorado Rockies,Coors Field,0,0
2019-07-13,Regular Season,7,Atlanta Braves,5,San Diego Padres,Petco Park,0,0
2019-07-13,Regular Season,2,Seattle Mariners,9,Los Angeles Angels,Angel Stadium,0,0
2019-07-14,Regular Season,3,Washington Nationals,4,Philadelphia Phillies,Citizens Bank Park,0,0
2019-07-14,Regular Season,2,Toronto Blue Jays,4,New York Yankees,Yankee Stadium,0,0
2019-07-14,Regular Season,4,Tampa Bay Rays,1,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2019-07-14,Regular Season,6,New York Mets,2,Miami Marlins,Marlins Park,0,0
2019-07-14,Regular Season,3,Minnesota Twins,4,Cleveland Indians,Progressive Field,0,0
2019-07-14,Regular Season,8,San Francisco Giants,3,Milwaukee Brewers,Miller Park,0,0
2019-07-14,Regular Season,2,Arizona Diamondbacks,5,St. Louis Cardinals,Busch Stadium,0,0
2019-07-14,Regular Season,12,Detroit Tigers,8,Kansas City Royals,Kauffman Stadium,0,0
2019-07-14,Regular Season,3,Pittsburgh Pirates,8,Chicago Cubs,Wrigley Field,0,0
2019-07-14,Regular Season,12,Houston Astros,4,Texas Rangers,Globe Life Park in Arlington,0,0
2019-07-14,Regular Season,9,Cincinnati Reds,10,Colorado Rockies,Coors Field,0,0
2019-07-14,Regular Season,2,Chicago White Sox,3,Oakland Athletics,Oakland Coliseum,0,0
2019-07-14,Regular Season,3,Seattle Mariners,6,Los Angeles Angels,Angel Stadium,0,0
2019-07-14,Regular Season,4,Atlanta Braves,1,San Diego Padres,Petco Park,0,0
2019-07-14,Regular Season,7,Los Angeles Dodgers,4,Boston Red Sox,Fenway Park,0,0
2019-07-15,Regular Season,19,San Francisco Giants,2,Colorado Rockies,Coors Field,0,0
2019-07-15,Regular Season,2,San Francisco Giants,1,Colorado Rockies,Coors Field,0,0
2019-07-15,Regular Season,16,Los Angeles Dodgers,2,Philadelphia Phillies,Citizens Bank Park,0,0
2019-07-15,Regular Season,5,Tampa Bay Rays,4,New York Yankees,Yankee Stadium,0,0
2019-07-15,Regular Season,8,Toronto Blue Jays,10,Boston Red Sox,Fenway Park,0,0
2019-07-15,Regular Season,6,Detroit Tigers,8,Cleveland Indians,Progressive Field,0,0
2019-07-15,Regular Season,6,Cincinnati Reds,3,Chicago Cubs,Wrigley Field,0,0
2019-07-15,Regular Season,4,Atlanta Braves,2,Milwaukee Brewers,Miller Park,0,0
2019-07-15,Regular Season,0,Pittsburgh Pirates,7,St. Louis Cardinals,Busch Stadium,0,0
2019-07-15,Regular Season,2,Chicago White Sox,5,Kansas City Royals,Kauffman Stadium,0,0
2019-07-15,Regular Season,6,Houston Astros,9,Los Angeles Angels,Angel Stadium,0,0
2019-07-16,Regular Season,8,Los Angeles Dodgers,9,Philadelphia Phillies,Citizens Bank Park,0,0
2019-07-16,Regular Season,3,Tampa Bay Rays,8,New York Yankees,Yankee Stadium,0,0
2019-07-16,Regular Season,8,Washington Nationals,1,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2019-07-16,Regular Season,10,Toronto Blue Jays,4,Boston Red Sox,Fenway Park,0,0
2019-07-16,Regular Season,7,San Diego Padres,12,Miami Marlins,Marlins Park,0,0
2019-07-16,Regular Season,0,Detroit Tigers,8,Cleveland Indians,Progressive Field,0,0
2019-07-16,Regular Season,3,Cincinnati Reds,4,Chicago Cubs,Wrigley Field,0,0
2019-07-16,Regular Season,9,Arizona Diamondbacks,2,Texas Rangers,Globe Life Park in Arlington,0,0
2019-07-16,Regular Season,3,New York Mets,2,Minnesota Twins,Target Field,0,0
2019-07-16,Regular Season,1,Atlanta Braves,13,Milwaukee Brewers,Miller Park,0,0
2019-07-16,Regular Season,3,Pittsburgh Pirates,1,St. Louis Cardinals,Busch Stadium,0,0
2019-07-16,Regular Season,0,Chicago White Sox,11,Kansas City Royals,Kauffman Stadium,0,0
2019-07-16,Regular Season,8,San Francisco Giants,4,Colorado Rockies,Coors Field,0,0
2019-07-16,Regular Season,2,Seattle Mariners,9,Oakland Athletics,Oakland Coliseum,0,0
2019-07-16,Regular Season,2,Houston Astros,7,Los Angeles Angels,Angel Stadium,0,0
2019-07-17,Regular Season,14,New York Mets,4,Minnesota Twins,Target Field,0,0
2019-07-17,Regular Season,5,Pittsburgh Pirates,6,St. Louis Cardinals,Busch Stadium,0,0
2019-07-17,Regular Season,4,Atlanta Braves,5,Milwaukee Brewers,Miller Park,0,0
2019-07-17,Regular Season,2,Cincinnati Reds,5,Chicago Cubs,Wrigley Field,0,0
2019-07-17,Regular Season,11,San Francisco Giants,8,Colorado Rockies,Coors Field,0,0
2019-07-17,Regular Season,2,Seattle Mariners,10,Oakland Athletics,Oakland Coliseum,0,0
2019-07-17,Regular Season,7,Los Angeles Dodgers,2,Philadelphia Phillies,Citizens Bank Park,0,0
2019-07-17,Regular Season,2,Washington Nationals,9,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2019-07-17,Regular Season,4,Toronto Blue Jays,5,Boston Red Sox,Fenway Park,0,0
2019-07-17,Regular Season,3,San Diego Padres,2,Miami Marlins,Marlins Park,0,0
2019-07-17,Regular Season,2,Detroit Tigers,7,Cleveland Indians,Progressive Field,0,0
2019-07-17,Regular Season,19,Arizona Diamondbacks,4,Texas Rangers,Globe Life Park in Arlington,0,0
2019-07-17,Regular Season,5,Chicago White Sox,7,Kansas City Royals,Kauffman Stadium,0,0
2019-07-17,Regular Season,11,Houston Astros,2,Los Angeles Angels,Angel Stadium,0,0
2019-07-18,Regular Season,2,Tampa Bay Rays,6,New York Yankees,Yankee Stadium,0,0
2019-07-18,Regular Season,1,Tampa Bay Rays,5,New York Yankees,Yankee Stadium,0,0
2019-07-18,Regular Season,3,San Diego Padres,4,Miami Marlins,Marlins Park,0,0
2019-07-18,Regular Season,6,Los Angeles Dodgers,7,Philadelphia Phillies,Citizens Bank Park,0,0
2019-07-18,Regular Season,0,Toronto Blue Jays,5,Boston Red Sox,Fenway Park,0,0
2019-07-18,Regular Season,5,Chicago White Sox,6,Kansas City Royals,Kauffman Stadium,0,0
2019-07-18,Regular Season,7,St. Louis Cardinals,4,Cincinnati Reds,Great American Ball Park,0,0
2019-07-18,Regular Season,3,Detroit Tigers,6,Cleveland Indians,Progressive Field,0,0
2019-07-18,Regular Season,13,Washington Nationals,4,Atlanta Braves,SunTrust Park,0,0
2019-07-18,Regular Season,3,Oakland Athletics,6,Minnesota Twins,Target Field,0,0
2019-07-18,Regular Season,6,Houston Astros,2,Los Angeles Angels,Angel Stadium,0,0
2019-07-18,Regular Season,5,Milwaukee Brewers,1,Arizona Diamondbacks,Chase Field,0,0
2019-07-18,Regular Season,2,New York Mets,3,San Francisco Giants,Oracle Park,0,0
2019-07-19,Regular Season,5,San Diego Padres,6,Chicago Cubs,Wrigley Field,0,0
2019-07-19,Regular Season,6,Philadelphia Phillies,1,Pittsburgh Pirates,PNC Park,0,0
2019-07-19,Regular Season,2,Colorado Rockies,8,New York Yankees,Yankee Stadium,0,0
2019-07-19,Regular Season,2,Boston Red Sox,11,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2019-07-19,Regular Season,12,St. Louis Cardinals,11,Cincinnati Reds,Great American Ball Park,0,0
2019-07-19,Regular Season,9,Chicago White Sox,2,Tampa Bay Rays,Tropicana Field,0,0
2019-07-19,Regular Season,12,Toronto Blue Jays,1,Detroit Tigers,Comerica Park,0,0
2019-07-19,Regular Season,5,Kansas City Royals,10,Cleveland Indians,Progressive Field,0,0
2019-07-19,Regular Season,3,Washington Nationals,4,Atlanta Braves,SunTrust Park,0,0
2019-07-19,Regular Season,3,Texas Rangers,4,Houston Astros,Minute Maid Park,0,0
2019-07-19,Regular Season,5,Oakland Athletics,3,Minnesota Twins,Target Field,0,0
2019-07-19,Regular Season,7,Milwaukee Brewers,10,Arizona Diamondbacks,Chase Field,0,0
2019-07-19,Regular Season,0,Los Angeles Angels,10,Seattle Mariners,T-Mobile Park,0,0
2019-07-19,Regular Season,1,Miami Marlins,2,Los Angeles Dodgers,Dodger Stadium,0,0
2019-07-19,Regular Season,0,New York Mets,1,San Francisco Giants,Oracle Park,0,0
